,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
13118,Pruitt,Austin,643493,pruia001,pruitau01,15290,2017.0,2024.0
13130,Abreu,Wilyer,677800,abrew002,abreuwi02,23772,2023.0,2024.0
13142,Taylor,Troy,700187,taylt003,taylotr01,-1,2024.0,2024.0
13174,Solomon,Jared,676660,soloj001,solomja01,23425,2022.0,2022.0
13180,Stone,Gavin,694813,stong001,stonega01,27792,2023.0,2024.0
13201,Vázquez,Christian,543877,vazqc001,vazquch01,9774,2014.0,2024.0
13260,Shewmake,Braden,669699,shewb001,shewmbr01,25817,2023.0,2024.0
13265,Feyereisen,J. P.,656420,feyej001,feyerjo01,16610,2020.0,2024.0
13298,Chaparro,Andrés,665953,chapa002,chapaan01,-1,2024.0,2024.0
13307,Ort,Kaleb,672391,ort-k001,ortka01,20061,2021.0,2024.0
13317,Triolo,Jared,669707,trioj001,triolja01,25807,2023.0,2024.0
13319,Ramírez,Erasmo,541640,ramie004,ramirer02,10314,2012.0,2024.0
13320,Appel,Mark,571446,appem001,appelma01,14823,2022.0,2022.0
13351,Suarez,Robert,663158,suarr002,suarero01,30115,2022.0,2024.0
13352,Tom,Ka'ai,664789,tom-k001,tomka01,18136,2021.0,2022.0
13354,Campbell,Isaiah,663462,campi001,campbis01,25551,2023.0,2024.0
13358,Miller,Ryan,668943,millr004,millery01,-1,2024.0,2024.0
13404,Lewis,Royce,668904,lewir003,lewisro02,20437,2022.0,2024.0
13413,Greene,Riley,682985,greer003,greenri03,25976,2022.0,2024.0
13418,Kitchen,Austin,685116,kitca001,kitchau01,-1,2024.0,2024.0
13422,Hernaiz,Darell,687231,hernd006,hernada04,26224,2024.0,2024.0
13440,Hill,Jaden,677955,hillj002,hillja01,-1,2024.0,2024.0
13442,Sanoja,Javier,691594,sanoj001,sanojja01,-1,2024.0,2024.0
13445,Bivens,Spencer,702352,bives001,bivensp01,-1,2024.0,2024.0
13446,Trejo,Alan,676701,treja001,trejoal01,20056,2021.0,2024.0
13473,Kimbrel,Craig,518886,kimbc001,kimbrcr01,6655,2010.0,2024.0
13490,Roberts,Ethan,681799,robee001,roberet01,24930,2022.0,2024.0
13501,Barnes,Matt,598264,barnm001,barnema01,12863,2014.0,2024.0
13530,Brash,Matt,666374,brasm001,brashma01,25756,2022.0,2023.0
13533,Berroa,Steward,672642,berrs002,berrost01,-1,2024.0,2024.0
13541,Gasser,Robert,688107,gassr001,gassero01,-1,2024.0,2024.0
13549,Sanó,Miguel,593934,sanom001,sanomi01,12164,2015.0,2024.0
13572,Young,Jacob,696285,younj004,youngja03,29931,2023.0,2024.0
13609,Leclerc,José,600917,leclj001,leclejo01,14524,2016.0,2024.0
13620,Stanton,Giancarlo,519317,stanm004,stantmi03,4949,2010.0,2024.0
13634,Florial,Estevan,664314,flore001,flories01,19151,2020.0,2024.0
13644,Díaz,Isan,656371,diazi001,diazis01,17922,2019.0,2023.0
13660,Lockridge,Brandon,663604,lockb001,lockrbr01,-1,2024.0,2024.0
13668,Megill,Tylor,656731,megit002,megilty01,21318,2021.0,2024.0
13675,Tromp,Chadwick,644433,tromc001,trompch01,16953,2020.0,2024.0
13688,Woods,William,682016,woodw001,woodswi02,25075,2022.0,2022.0
13691,Bradford,Cody,674003,bradc003,bradfco01,27597,2023.0,2024.0
13710,Sosa,Edmundo,624641,sosae001,sosaed01,17022,2018.0,2024.0
13723,Barrera,Luis,642456,barrl001,barrelu01,19615,2021.0,2022.0
13727,McCarty,Kirk,668948,mccak003,mccarki01,20555,2022.0,2022.0
13733,Iglesias,Jose,578428,iglej001,iglesjo01,10231,2011.0,2024.0
13755,Ellis,Drew,656403,ellid002,ellisdr01,19873,2021.0,2023.0
13763,Bradley,Bobby,656252,bradb002,bradlbo01,17278,2019.0,2022.0
13771,McGreevy,Michael,700241,mcgrm001,mcgremi01,-1,2024.0,2024.0
13781,Lowe,Josh,666139,lowej002,lowejo01,19953,2021.0,2024.0
13783,Avila,Nick,687014,aviln001,avilani01,25667,2024.0,2024.0
13804,Pérez,Roberto,547379,perer003,perezro02,2900,2014.0,2023.0
13812,Robert,Daniel,642016,robed005,roberda11,-1,2024.0,2024.0
13830,Coonrod,Sam,656322,coons001,coonrsa01,17264,2019.0,2023.0
13831,Carasiti,Matt,571539,caram001,carasma01,13276,2016.0,2024.0
13851,Rice,Ben,700250,riceb001,ricebe01,-1,2024.0,2024.0
13854,Yarbrough,Ryan,642232,yarbr001,yarbrry01,16502,2018.0,2024.0
13860,Arias,Gabriel,672356,ariag002,ariasga01,22563,2022.0,2024.0
13864,Lewis,Kyle,641786,lewik001,lewisky01,19508,2019.0,2023.0
13872,Pressly,Ryan,519151,presr001,pressry01,7005,2013.0,2024.0
13875,Hearn,Taylor,621368,heart001,hearnta01,18325,2019.0,2023.0
13880,Pages,Andy,681624,pagea001,pagesan01,-1,2024.0,2024.0
13882,Inciarte,Ender,542255,incie001,inciaen01,4922,2014.0,2022.0
13888,Latz,Jacob,656641,latzj001,latzja01,21306,2021.0,2024.0
13918,Padilla,Nicholas,656820,padin001,padilni01,21327,2022.0,2023.0
13920,Anderson,Tim,641313,andet001,anderti01,15172,2016.0,2024.0
13926,Wynne,Randy,691094,wynnr001,wynnera01,25804,2023.0,2023.0
13930,Jacques,Joe,682175,jacqj001,jacqujo01,25178,2023.0,2024.0
13931,Conforto,Michael,624424,confm001,confomi01,16376,2015.0,2024.0
13961,Butler,Lawrence,671732,butll001,butlela01,22542,2023.0,2024.0
13968,Stout,Eric,657770,stoue001,stouter01,16873,2018.0,2022.0
13970,Molina,Yadier,425877,moliy001,molinya01,7007,2004.0,2022.0
14013,De La Cruz,Bryan,650559,delab001,delacbr01,19600,2021.0,2024.0
14014,Nicolas,Kyle,693312,nicok001,nicolky01,27775,2023.0,2024.0
14019,Biggio,Cavan,624415,biggc002,biggica01,19252,2019.0,2024.0
14039,Cabrera,Edward,665795,cabre003,cabreed02,21690,2021.0,2024.0
14040,Morel,Christopher,666624,morec001,morelch01,21897,2022.0,2024.0
14079,García,Luis,677651,garcl007,garcilu05,23735,2020.0,2023.0
14080,Franco,Maikel,596748,franm004,francma02,12179,2014.0,2022.0
14087,Smyly,Drew,592767,smyld001,smylydr01,11760,2012.0,2024.0
14093,Tinoco,Jesús,622786,tinoj001,tinocje01,16300,2019.0,2024.0
14101,Overton,Connor,656818,overc001,overtco01,18376,2021.0,2023.0
14112,Spangenberg,Cory,605486,spanc001,spangco01,12294,2014.0,2022.0
14120,Julks,Corey,667452,julkc001,julksco01,20311,2023.0,2024.0
14130,Muzziotti,Símon,665922,muzzs001,muzzisi01,19553,2022.0,2022.0
14136,Fabian,Sandro,660758,fabis001,fabiasa01,-1,2024.0,2024.0
14143,Castro,Kervin,665645,castk002,castrke01,21656,2021.0,2022.0
14150,Collins,Isaac,686555,colli001,colliis01,-1,2024.0,2024.0
14178,Bleier,Richard,542947,bleir001,bleieri01,7803,2016.0,2023.0
14209,Burgos,Raymond,670103,burgr001,burgora01,-1,2024.0,2024.0
14213,Duarte,Daniel,650960,duard001,duartda01,17480,2022.0,2024.0
14216,Woods Richardson,Simeon,680573,woods002,woodssi01,24494,2022.0,2024.0
14223,Peraza,Oswald,672724,perao002,perazos02,22823,2022.0,2024.0
14227,Stewart,DJ,621466,stewd002,stewadj01,17766,2018.0,2024.0
14251,Muckenhirn,Zach,669105,muckz001,muckeza01,20209,2023.0,2023.0
14261,Montero,Elehuris,660707,monte001,monteel01,20543,2022.0,2024.0
14270,Hernandez,Nick,663321,hernn001,hernani01,19281,2023.0,2024.0
14272,Dingler,Dillon,693307,dingd001,dingldi01,-1,2024.0,2024.0
14285,McCann,Kyle,668832,mccak004,mccanky01,25575,2024.0,2024.0
14288,Patton,Spencer,607359,patts002,pattosp01,12361,2014.0,2023.0
14302,Gosselin,Philip,594838,gossp001,gosseph01,10953,2013.0,2022.0
14321,McCann,James,543510,mccaj001,mccanja02,12859,2014.0,2024.0
14344,Olson,Reese,681857,olsor001,olsonre01,24968,2023.0,2024.0
14376,Yates,Kirby,489446,yatek001,yateski01,9073,2014.0,2024.0
14378,Pop,Zach,647315,pop-z001,popza01,20185,2021.0,2024.0
14420,Schwindel,Frank,643524,schwf001,schwifr01,15351,2019.0,2022.0
14421,Vargas,Miguel,678246,vargm001,vargami01,20178,2022.0,2024.0
14438,Julien,Edouard,666397,julie001,julieed01,27534,2023.0,2024.0
14450,Martin,Brett,656685,martb002,martibr01,17369,2019.0,2022.0
14451,Durán,Jhoan,661395,duraj002,duranjh01,21029,2022.0,2024.0
14458,Duran,Jarren,680776,duraj001,duranja01,24617,2021.0,2024.0
14465,Headrick,Brent,687396,headb001,headrbr01,27702,2023.0,2024.0
14485,Hill,Rich,448179,hillr001,hillri01,4806,2005.0,2024.0
14488,Keirsey,DaShawn,680577,keird001,keirsda01,-1,2024.0,2024.0
14514,Kinley,Tyler,641755,kinlt001,kinlety01,18297,2018.0,2024.0
14517,Devers,Rafael,646240,dever001,deverra01,17350,2017.0,2024.0
14520,Cosgrove,Tom,676680,cosgt001,cosgrto01,23443,2023.0,2024.0
14538,Lamet,Dinelson,659275,lamed001,lametdi01,17186,2017.0,2024.0
14541,Vázquez,Luis,676679,vazql001,vazqulu01,-1,2024.0,2024.0
14637,Báez,Pedro,520980,baezp001,baezpe01,5420,2014.0,2022.0
14670,Kauffmann,Karl,666154,kaufk001,kauffka01,27488,2023.0,2023.0
14684,Antone,Tejay,622088,antot001,antonte01,16233,2020.0,2024.0
14685,Vogelbach,Dan,596129,voged001,vogelda01,14130,2016.0,2024.0
14694,Lucchesi,Joey,664192,luccj001,lucchjo01,19320,2018.0,2024.0
14702,Guenther,Sean,674944,guens001,guentse01,20045,2021.0,2024.0
14707,León,Sandy,506702,leons001,leonsa01,5273,2012.0,2023.0
14715,Cobb,Alex,502171,cobba001,cobbal01,6562,2011.0,2024.0
14791,Birdsong,Hayden,806185,birdh001,birdsha01,31635,2024.0,2024.0
14798,Abreu,José,547989,abrej003,abreujo02,15676,2014.0,2024.0
14815,Martinez,J. D.,502110,martj006,martijd02,6184,2011.0,2024.0
14816,Reks,Zach,676646,reksz001,reksza01,19667,2021.0,2022.0
14819,Espinal,Santiago,669289,espis001,espinsa01,19997,2020.0,2024.0
14840,Larsen,Jack,677223,larsj001,larseja01,20510,2022.0,2022.0
14847,McCray,Grant,687529,mccrg001,mccragr01,-1,2024.0,2024.0
14876,Brooks,Trenton,670092,broot002,brooktr01,-1,2024.0,2024.0
14881,Castillo,Luis,622491,castl003,castilu02,15689,2017.0,2024.0
14888,Azocar,José,640492,azocj001,azocajo01,18821,2022.0,2024.0
14907,Horwitz,Spencer,687462,horws001,horwisp01,26477,2023.0,2024.0
14919,Soroka,Michael,647336,sorom001,sorokmi01,18383,2018.0,2024.0
14920,Fox,Lucius,665650,fox-l001,foxlu01,18899,2022.0,2022.0
14926,Lawrence,Justin,664875,lawrj002,lawreju01,17639,2021.0,2024.0
14929,Nelson,Kyle,669459,nelsk001,nelsoky01,20515,2020.0,2024.0
14938,Jeffers,Ryan,680777,jeffr002,jeffery01,24618,2020.0,2024.0
14939,Miller,Tyson,668338,millt003,millety01,19976,2020.0,2024.0
14940,Díaz,Jhonathan,646242,diazj007,diazjh01,20298,2021.0,2024.0
14975,Suwinski,Jack,669261,suwij001,suwinja01,22244,2022.0,2024.0
14977,Collins,Zack,641470,collz001,colliza01,19181,2019.0,2023.0
14982,Lakins,Travis,664042,lakit001,lakintr01,18600,2019.0,2022.0
15004,Robles,Hansel,570663,roblh001,robleha01,11801,2015.0,2022.0
15007,Leiter,Mark,643410,leitm002,leitema02,15551,2017.0,2024.0
15008,Heim,Jonah,641680,heimj001,heimjo01,16930,2020.0,2024.0
15013,Ogando,Cristofer,642657,oganc001,ogandcr01,20667,2022.0,2022.0
15019,Lopez,Irving,676761,lopei001,lopezir01,20463,2023.0,2023.0
15020,Coleman,Dylan,669395,coled003,colemdy01,22276,2021.0,2024.0
15040,Quijada,José,650671,quijj001,quijajo01,19200,2019.0,2024.0
15047,Realmuto,J. T.,592663,realj001,realmjt01,11739,2014.0,2024.0
15048,Chacín,Jhoulys,468504,chacj001,chacijh01,2608,2009.0,2022.0
15054,Muñoz,Roddery,682610,munor001,munozro01,-1,2024.0,2024.0
15061,Amador,Adael,691182,amada001,amadoad01,-1,2024.0,2024.0
15069,Dunn,Blake,694362,dunnb001,dunnbl01,-1,2024.0,2024.0
15083,Okert,Steven,595345,okers001,okertst01,13580,2016.0,2024.0
15105,Rea,Colin,607067,rea-c001,reaco01,12317,2015.0,2024.0
15116,Ragans,Cole,666142,ragac001,raganco01,21846,2022.0,2024.0
15118,Adcock,Ty,686654,adcot001,adcocty01,25651,2023.0,2024.0
15122,Bowman,Matthew,621199,bowmm001,bowmama01,13528,2016.0,2024.0
15139,Heredia,Guillermo,628338,hereg002,heredgu01,18721,2016.0,2022.0
15184,Padlo,Kevin,656821,padlk001,padloke01,16593,2021.0,2023.0
15197,Peterson,David,656849,peted003,peterda01,20302,2020.0,2024.0
15203,Walker,Steele,667727,walks001,walkest01,22093,2022.0,2022.0
15204,Matz,Steven,571927,matzs001,matzst01,13361,2015.0,2024.0
15207,Adell,Jo,666176,adelj001,adelljo01,20220,2020.0,2024.0
15215,Rodríguez,Julio,677594,rodrj007,rodriju01,23697,2022.0,2024.0
15222,Kwan,Steven,680757,kwans001,kwanst01,24610,2022.0,2024.0
15235,Dobnak,Randy,677976,dobnr001,dobnara01,23798,2019.0,2024.0
15236,Quiroz,Esteban,606019,quire001,quiroes01,19780,2022.0,2022.0
15250,Mena,Cristian,691441,menac001,menacr01,-1,2024.0,2024.0
15280,Gustave,Jandel,594311,gustj001,gustaja01,14665,2016.0,2022.0
15297,Marisnick,Jake,545350,marij002,marisja01,11339,2013.0,2023.0
15298,Law,Derek,571882,law-d001,lawde01,13133,2016.0,2024.0
15307,Brown,Seth,664913,brows003,brownse01,18171,2019.0,2024.0
15311,Garrett,Amir,607237,garra001,garream01,14375,2017.0,2024.0
15317,Petersen,Michael,656848,petem001,petermi01,-1,2024.0,2024.0
15322,Bader,Harrison,664056,badeh001,baderha01,18030,2017.0,2024.0
15324,Clase,Jonatan,682729,clasj001,clasejo01,-1,2024.0,2024.0
15346,Blach,Ty,621389,blact002,blachty01,14361,2016.0,2024.0
15355,Bohm,Alec,664761,bohma001,bohmal01,21618,2020.0,2024.0
15362,Bender,Anthony,669622,benda001,bendean01,19742,2021.0,2024.0
15363,Kelly,Casey,543391,kellc001,kellyca01,9174,2012.0,2024.0
15367,Walker,Jordan,691023,walkj003,walkejo02,27475,2023.0,2024.0
15380,Neto,Zach,687263,netoz001,netoza01,31347,2023.0,2024.0
15410,Brault,Steven,643230,braus002,braulst01,15291,2016.0,2022.0
15424,Spence,Mitch,687765,spenm001,spencmi01,27707,2024.0,2024.0
15465,Krook,Matt,640454,kroom002,krookma01,19315,2023.0,2024.0
15474,Saucedo,Tayler,642048,sauct001,sauceta01,17888,2021.0,2024.0
15480,Erlin,Robbie,572362,erlir001,erlinro01,10354,2013.0,2022.0
15498,Bauers,Jake,641343,bauej001,bauerja01,15194,2018.0,2024.0
15517,Gray,Tristan,656484,grayt001,graytr01,19877,2023.0,2024.0
15550,Bush,Matt,456713,bushm001,bushma01,1246,2016.0,2023.0
15562,Espinoza,Anderson,659262,espia002,espinan01,18593,2022.0,2022.0
15573,Bride,Jonah,681146,bridj001,bridejo01,24703,2022.0,2024.0
15577,Sulser,Cole,642121,sulsc001,sulseco01,15256,2019.0,2024.0
15584,Richards,Garrett,572070,richg002,richaga01,9784,2011.0,2022.0
15586,Luzardo,Jesús,666200,luzaj001,luzarje01,19959,2019.0,2024.0
15606,Avila,Pedro,658648,avilp001,avilape01,18864,2019.0,2024.0
15607,Hensley,David,682073,hensd002,henslda01,25111,2022.0,2024.0
15612,Bibee,Tanner,676440,bibet001,bibeeta01,30134,2023.0,2024.0
15620,Alexander,Tyler,641302,alext001,alexaty01,17735,2019.0,2024.0
15625,Riley,Austin,663586,rilea001,rileyau01,18360,2019.0,2024.0
15629,Walker,Taijuan,592836,walkt004,walketa01,11836,2013.0,2024.0
15661,Lipscomb,Trey,702358,lipst001,lipsctr01,31567,2024.0,2024.0
15668,Almonte,Yency,622075,almoy001,almonye01,15068,2018.0,2024.0
15670,Romero,Tommy,676720,romet001,romerto01,23465,2022.0,2022.0
15679,Buehler,Walker,621111,buehw001,buehlwa01,19374,2017.0,2024.0
15700,Castillo,Diego,650895,castd002,castidi01,17496,2018.0,2024.0
15713,Adrianza,Ehire,501303,adrie001,adriaeh01,8418,2013.0,2024.0
15718,Urías,Luis,649966,urial001,uriaslu01,16622,2018.0,2024.0
15760,Alvarez,Eddy,657193,alvae001,alvared01,16959,2020.0,2024.0
15768,Wood,James,695578,woodj004,woodja03,-1,2024.0,2024.0
15783,Barlow,Scott,605130,barls001,barlosc01,14993,2018.0,2024.0
15786,López,Alejo,664670,lopea005,lopezal03,21127,2021.0,2023.0
15794,Castro,Jason,488771,castj006,castrja01,8722,2010.0,2022.0
15802,Diehl,Phillip,670426,diehp001,diehlph01,20030,2019.0,2022.0
15806,Stephens,Jackson,623451,stepj002,stephja01,14420,2017.0,2024.0
15835,Tucker,Cole,657061,tuckc001,tuckeco01,17326,2019.0,2024.0
15852,Blewett,Scott,656240,blews001,blewesc01,16427,2020.0,2024.0
15871,Balazovic,Jordan,666364,balaj001,balazjo02,21866,2023.0,2023.0
15877,Jarvis,Bryce,686826,jarvb001,jarvibr01,27477,2023.0,2024.0
15887,Mushinski,Parker,656786,mushp001,mushipa01,21324,2022.0,2024.0
15895,Taylor,Tyrone,621438,taylt002,tayloty01,13675,2019.0,2024.0
15896,Gil,Luis,661563,gil-l001,gillu01,21052,2021.0,2024.0
15934,Zavala,Seby,664874,zavas001,zavalse01,18887,2019.0,2024.0
15946,Votto,Joey,458015,vottj001,vottojo01,4314,2007.0,2023.0
15958,Almonte,Abraham,501659,almoa001,almonab01,5486,2013.0,2023.0
15959,Stroman,Marcus,573186,strom001,stromma01,13431,2014.0,2024.0
15965,Anderson,Ian,666120,andei001,anderia01,19951,2020.0,2022.0
15966,Jobe,Jackson,695549,jobej001,jobeja01,-1,2024.0,2024.0
15967,Rafaela,Ceddanne,678882,rafac001,rafaece01,24262,2023.0,2024.0
15970,Cano,Yennier,666974,canoy001,canoye01,25911,2022.0,2024.0
15971,McNeil,Jeff,643446,mcnej002,mcneije01,15362,2018.0,2024.0
15976,Caminero,Junior,691406,camij001,caminju01,28163,2023.0,2024.0
16007,Querecuto,Juniel,578570,querj001,quereju01,12140,2016.0,2023.0
16010,La Stella,Tommy,600303,lastt001,lasteto01,12371,2014.0,2023.0
16017,Gibson,Kyle,502043,gibsk002,gibsoky01,10123,2013.0,2024.0
16029,Rivas,Leo,660844,rival002,rivasle01,-1,2024.0,2024.0
16034,Walton,Donovan,622268,waltd002,waltodo01,19314,2019.0,2024.0
16105,Musgrove,Joe,605397,musgj001,musgrjo01,12970,2016.0,2024.0
16107,Floro,Dylan,571670,flord002,florody01,13394,2016.0,2024.0
16154,Velázquez,Nelson,676369,velan001,velazne01,23359,2022.0,2024.0
16183,Klein,Will,694361,kleiw001,kleinwi01,-1,2024.0,2024.0
16188,Santana,Dennis,642701,santd003,santade01,17878,2018.0,2024.0
16191,Canario,Alexander,672744,canaa001,canaral01,22842,2023.0,2024.0
16218,Daniel,Davis,669721,danid001,danieda01,27582,2023.0,2024.0
16225,Moncada,Yoán,660162,moncy001,moncayo01,17232,2016.0,2024.0
16226,Bruihl,Justin,677865,bruij001,bruihju01,23779,2021.0,2024.0
16248,Zabala,Aneurys,656008,zabaa001,zabalan01,20802,2022.0,2022.0
16267,Crow-Armstrong,Pete,691718,crowp001,crowape01,27769,2023.0,2024.0
16281,Diaz,Yilber,700270,diazy005,diazyi01,-1,2024.0,2024.0
16296,Hernández,Daysbel,678226,hernd005,hernada03,20271,2023.0,2024.0
16316,García,Jarlín,606424,garcj006,garcija04,18282,2017.0,2022.0
16325,Miller,Erik,669062,mille002,milleer01,26252,2024.0,2024.0
16345,Brantley,Michael,488726,branm003,brantmi02,4106,2009.0,2023.0
16351,Acuña,Jose,682668,acunl001,acunajo01,-1,2024.0,2024.0
16358,Romano,Jordan,605447,romaj004,romanjo03,16122,2019.0,2024.0
16362,Koenig,Jared,657649,koenj001,koenija01,27517,2022.0,2024.0
16376,Sánchez,Gary,596142,sancg002,sanchga02,11442,2015.0,2024.0
16388,Núñez,Dedniel,673380,nuned003,nunezde01,-1,2024.0,2024.0
16389,Brazobán,Huascar,623211,brazh001,brazohu01,6107,2022.0,2024.0
16395,Pauley,Graham,688363,paulg001,paulegr01,31363,2024.0,2024.0
16408,Pineda,Michael,501381,pinem001,pinedmi01,5372,2011.0,2022.0
16423,Eovaldi,Nathan,543135,eovan001,eovalna01,9132,2011.0,2024.0
16432,Escobar,Eduardo,500871,escoe001,escobed01,6153,2011.0,2023.0
16440,Lambert,Jimmy,669424,lambj003,lambeji01,19541,2020.0,2023.0
16445,Manning,Matt,666159,mannm001,mannima02,20369,2021.0,2024.0
16475,Holman,Grant,680880,holmg002,holmagr01,-1,2024.0,2024.0
16478,Friedl,TJ,670770,friet001,friedtj01,19522,2021.0,2024.0
16481,Schwellenbach,Spencer,680885,schws001,schwesp01,-1,2024.0,2024.0
16499,Mahle,Tyler,641816,mahlt001,mahlety01,16358,2017.0,2024.0
16503,Kohlwey,Taylor,670128,kohlt001,kohlwta01,19212,2023.0,2023.0
16507,Raleigh,Cal,663728,ralec001,raleica01,21534,2021.0,2024.0
16513,deGrom,Jacob,594798,degrj001,degroja01,10954,2014.0,2024.0
16521,Garver,Mitch,641598,garvm001,garvemi01,15161,2017.0,2024.0
16534,Nido,Tomás,621512,nidot001,nidoto01,13755,2017.0,2024.0
16541,Hill,Garrett,682051,hillg002,hillga02,25097,2022.0,2023.0
16545,Smith,Kevin,675656,smitk003,smithke05,20242,2021.0,2024.0
16548,Cousins,Jake,664776,cousj001,cousija01,21620,2021.0,2024.0
16557,Guerrero,Vladimir,665489,guerv002,guerrvl02,19611,2019.0,2024.0
16565,Baker,Darren,671117,baked003,bakerda02,-1,2024.0,2024.0
16577,Whitlock,Garrett,676477,whitg002,whitlga01,20191,2021.0,2024.0
16580,Quezada,Johan,629498,quezj001,quezajo01,20643,2020.0,2023.0
16597,Cruz,Steven,674444,cruzs001,cruzst01,23165,2023.0,2024.0
16604,Camargo,Jair,665856,camaj002,camarja01,-1,2024.0,2024.0
16625,Hendricks,Kyle,543294,hendk001,hendrky01,12049,2014.0,2024.0
16627,Baumann,Mike,657508,baumm001,baumami01,20206,2021.0,2024.0
16648,Dugger,Robert,667498,duggr001,duggero01,19191,2019.0,2022.0
16654,Maciejewski,Josh,656671,macij002,maciejo01,-1,2024.0,2024.0
16656,Wittgren,Nick,621295,wittn001,wittgni01,15594,2016.0,2023.0
16661,Saggese,Thomas,695336,saggt001,saggeth01,-1,2024.0,2024.0
16662,Luciano,Marco,682617,lucim001,luciama01,25616,2023.0,2024.0
16663,Cabrera,Génesis,650893,cabrg001,cabrege01,17490,2019.0,2024.0
16675,Montas,Frankie,593423,montf001,montafr02,14309,2015.0,2024.0
16688,Johnson,Pierce,572955,johnp001,johnspi01,13435,2017.0,2024.0
16695,Winckowski,Josh,670174,wincj001,winckjo01,22387,2022.0,2024.0
16720,Gore,MacKenzie,669022,gorem001,gorema01,22201,2022.0,2024.0
16737,Mikolas,Miles,571945,mikom001,mikolmi01,9803,2012.0,2024.0
16738,Roycroft,Chris,688297,roycc001,roycrch01,-1,2024.0,2024.0
16740,Taylor,Samad,669392,tayls003,taylosa04,22274,2023.0,2024.0
16763,Alexander,Scott,518397,alexs001,alexasc02,10591,2015.0,2024.0
16767,Reid-Foley,Sean,656887,reids001,reidfse01,17034,2018.0,2024.0
16772,Tauchman,Mike,643565,taucm001,tauchmi01,15274,2017.0,2024.0
16780,Burleson,Alec,676475,burla001,burleal01,27615,2022.0,2024.0
16801,Mancini,Trey,641820,manct001,mancitr01,15149,2016.0,2023.0
16804,Kelly,Zack,677161,kellz001,kellyza01,20349,2022.0,2024.0
16815,Muller,Kyle,666205,mullk001,mulleky01,20167,2021.0,2024.0
16843,Hiura,Keston,669374,hiurk001,hiurake01,20003,2019.0,2024.0
16858,McMillon,John,669111,mcmij001,mcmiljo01,27942,2023.0,2024.0
16861,Lindor,Francisco,596019,lindf001,lindofr01,12916,2015.0,2024.0
16864,Kranick,Max,668820,kranm001,kranima01,22175,2021.0,2022.0
16870,Valdez,Enmanuel,665839,valde002,valdeen01,21716,2023.0,2024.0
16874,Scott,Tanner,656945,scott003,scottta01,17586,2017.0,2024.0
16879,Jiménez,Joe,641729,jimej003,jimenjo02,15761,2017.0,2024.0
16881,Paredes,Enoli,660600,paree003,pareden01,20447,2020.0,2024.0
16892,Smith-Shawver,AJ,700363,smita001,smithaj01,29960,2023.0,2024.0
16896,Castro,Harold,605612,casth001,castrha01,14691,2018.0,2023.0
16916,Loftin,Nick,679845,loftn001,loftini01,27630,2023.0,2024.0
16920,Mills,Wyatt,670090,millw002,millswy01,20010,2021.0,2022.0
16936,Driscoll,Logan,686482,drisl001,drisclo01,-1,2024.0,2024.0
16945,O'Keefe,Brian,657247,okeeb001,okeefbr01,16680,2022.0,2023.0
16954,Murfee,Penn,682171,murfp001,murfepe01,25174,2022.0,2023.0
16980,Ramírez,Yohan,670990,ramiy002,ramiryo01,19444,2020.0,2024.0
16992,Mayfield,Jack,608686,mayfj001,mayfija01,15402,2019.0,2022.0
17006,Ashcraft,Graham,668933,ashcg001,ashcrgr01,27552,2022.0,2024.0
17012,Ober,Bailey,641927,oberb002,oberba01,21224,2021.0,2024.0
17016,Garabito,Gerson,642520,garag001,garabge01,-1,2024.0,2024.0
17020,Buchanan,David,571527,buchd001,buchada01,11176,2014.0,2024.0
17026,Taillon,Jameson,592791,tailj001,taillja01,11674,2016.0,2024.0
17043,Downs,Jeter,669023,downj001,downsje01,22202,2022.0,2023.0
17085,Luetge,Lucas,476595,luetl001,luetglu01,8337,2012.0,2023.0
17107,Alexander,Jason,669920,alexj001,alexaja01,19666,2022.0,2022.0
17138,Pache,Cristian,665506,pachc001,pachecr01,19948,2020.0,2024.0
17141,Bieber,Shane,669456,biebs001,biebesh01,19427,2018.0,2024.0
17165,Cabbage,Trey,663550,cabbt001,cabbatr01,21078,2023.0,2024.0
17172,Weathers,Ryan,677960,weatr001,weathry01,23796,2021.0,2024.0
17190,Jimenez,Leo,677870,jimel003,jimenle01,-1,2024.0,2024.0
17192,Bernardino,Brennan,657514,bernb001,bernabr01,16835,2022.0,2024.0
17198,Gurriel,Yuli,493329,gurry001,gourryu01,19198,2016.0,2024.0
17208,Martin,Davis,663436,martd006,martida03,21448,2022.0,2024.0
17218,Odor,Rougned,596059,odorr001,odorro01,12282,2014.0,2023.0
17222,Harris,Brett,695391,harrb002,harribr02,-1,2024.0,2024.0
17247,Frazier,Clint,640449,frazc001,frazicl01,15983,2017.0,2023.0
17303,Thorpe,Drew,689672,thord001,thorpdr01,-1,2024.0,2024.0
17332,Cannon,Jonathan,686563,cannj001,cannojo02,-1,2024.0,2024.0
17352,Neuse,Sheldon,641914,neuss001,neusesh01,19635,2019.0,2022.0
17359,Muñoz,Andrés,662253,munoa002,munozan01,20373,2019.0,2024.0
17368,Alcántara,Sergio,642727,alcas002,alcanse01,16417,2020.0,2022.0
17370,Margot,Manuel,622534,margm001,margoma01,14712,2016.0,2024.0
17382,Stevenson,Cal,670276,stevc001,steveca01,22411,2022.0,2024.0
17383,García,Deivi,665620,garcd003,garcide01,20276,2020.0,2024.0
